accident_severity,time,day_of_week,road_surface_type,light_conditions,weather_conditions,type_of_collision,area_accident_occured
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:38:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:14:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:04:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:40:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads with some distress,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Other,Daylight,Normal,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Unknown,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,Unknown
2.0,6:40:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Collision with animals,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,0:25:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,8:51:00,Friday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,15:31:00,Monday,Asphalt roads,Daylight,Normal,Collision with pedestrians,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,9:40:00,Saturday,Asphalt roads,Daylight,Normal,Collision with pedestrians,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,14:35:00,Saturday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,9:57:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,15:46:00,Thursday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Rural village areasOffice areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,17:30:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Residential areas
2.0,15:46:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
0.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,21:15:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,17:34:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,23:15:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,17:10:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,18:35:00,Saturday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:10:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,11:55:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects, Industrial areas
2.0,15:15:00,Sunday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,16:11:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,9:50:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:41:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,18:27:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,16:45:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,11:30:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,11:14:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,7:25:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,12:05:00,Saturday,Asphalt roads,Daylight,Normal,Collision with roadside objects,  Market areas
2.0,12:48:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,12:30:00,Thursday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,14:20:00,Thursday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,9:39:00,Saturday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Other,Unknown
2.0,0:01:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Other,Other
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Rollover,Unknown
2.0,14:00:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Rollover,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Rollover,Unknown
2.0,16:00:00,Tuesday,Asphalt roads,Daylight,Normal,Rollover,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Unknown,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:50:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,13:16:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:10:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:23:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,6:26:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,3:02:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:48:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:36:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:40:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,  Market areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,18:35:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:45:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:00:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:15:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:23:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,School areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,23:20:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,18:30:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,3:10:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:08:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:00:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Hospital areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:40:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:45:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Unknown
2.0,22:00:00,Saturday,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,School areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,Unknown
2.0,5:24:00,Friday,Asphalt roads,Darkness - no lighting,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,6:33:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:40:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Rural village areasOffice areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:23:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,18:10:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:50:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,20:00:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,20:40:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:25:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,10:20:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,19:28:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:55:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,14:00:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:10:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:20:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,13:00:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,18:20:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:47:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,22:25:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:32:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:14:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:30:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:00:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:15:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:30:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,11:42:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:00:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Outside rural areas
2.0,9:35:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,18:49:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:35:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:10:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:30:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
